Date;Open;High;Low;Close;Adj Close;Volume
16/06/2015;26.42;26.482;26.278;26.407499;26.407499;21436000
17/06/2015;26.4685;26.549;26.254999;26.462999;26.462999;25884000
18/06/2015;26.549999;26.907499;26.539499;26.8365;26.8365;36662000
19/06/2015;26.8605;26.9125;26.650499;26.834499;26.834499;37870000
22/06/2015;26.9795;27.187;26.876499;26.9095;26.9095;25006000
23/06/2015;26.982;27.074949;26.762501;27.024;27.024;23950000
24/06/2015;27;27;26.783001;26.892;26.892;25732000
25/06/2015;26.943501;27.045;26.761499;26.761499;26.761499;26714000
26/06/2015;26.863001;26.888;26.567499;26.584499;26.584499;42182000
29/06/2015;26.2505;26.4305;26.027;26.076;26.076;38756000
30/06/2015;26.301001;26.3125;26.025;26.025499;26.025499;44344000
01/07/2015;26.2365;26.2845;25.911501;26.091999;26.091999;39220000
02/07/2015;26.054001;26.2325;26.054001;26.17;26.17;24718000
06/07/2015;25.975;26.262501;25.950001;26.143;26.143;25610000
07/07/2015;26.1565;26.309;25.759001;26.250999;26.250999;31944000
08/07/2015;26.0525;26.1367;25.8055;25.841499;25.841499;25934000
09/07/2015;26.156;26.188499;26.0175;26.034;26.034;36846000
10/07/2015;26.314501;26.628;26.2775;26.5065;26.5065;39134000
13/07/2015;26.643999;27.355499;26.620001;27.327499;27.327499;44130000
14/07/2015;27.337999;28.29245;27.335501;28.055;28.055;64882000
15/07/2015;28.0065;28.32515;27.8395;28.011;28.011;35692000
16/07/2015;28.256001;29.034;28.25;28.9925;28.9925;95366000
17/07/2015;32.450001;33.7234;32.25;33.6465;33.6465;223298000
20/07/2015;32.962002;33.444;32.650501;33.151001;33.151001;117218000
21/07/2015;32.760502;33.650002;32.715;33.115002;33.115002;67544000
22/07/2015;33.044498;33.931999;32.950001;33.105;33.105;78586000
23/07/2015;33.063499;33.181499;32.049999;32.214001;32.214001;60582000
24/07/2015;32.349998;32.408501;31.125999;31.177999;31.177999;72514000
27/07/2015;31.049999;31.715;31.025;31.363001;31.363001;53508000
28/07/2015;31.6415;31.6415;31.165501;31.4;31.4;34546000
29/07/2015;31.440001;31.667999;31.1325;31.5965;31.5965;31502000
30/07/2015;31.5;31.761;31.102501;31.629499;31.629499;29484000
31/07/2015;31.569;31.6455;31.275;31.2805;31.2805;34122000
03/08/2015;31.267;31.6528;31.267;31.560499;31.560499;26090000
04/08/2015;31.421;31.740499;31.358;31.4625;31.4625;29818000
05/08/2015;31.716499;32.393002;31.658001;32.188999;32.188999;46686000
06/08/2015;32.25;32.268951;31.612499;32.133999;32.133999;31452000
07/08/2015;32.011501;32.133999;31.4855;31.764999;31.764999;28078000
10/08/2015;31.974001;32.172001;31.56245;31.686501;31.686501;36184000
11/08/2015;33.459999;33.744999;32.713501;33.039001;33.039001;100584000
12/08/2015;33.153999;33.25;32.614498;32.978001;32.978001;58734000
13/08/2015;32.966099;33.224998;32.58305;32.822498;32.822498;36214000
14/08/2015;32.7505;32.992748;32.632999;32.855999;32.855999;21442000
17/08/2015;32.84;33.069;32.562;33.043499;33.043499;21034000
18/08/2015;33.095001;33.200001;32.673;32.806499;32.806499;29122000
19/08/2015;32.830002;33.349998;32.709499;33.044998;33.044998;42682000
20/08/2015;32.772999;33.149502;32.145;32.341499;32.341499;57106000
21/08/2015;31.989;32.002499;30.616501;30.624001;30.624001;85304000
24/08/2015;28.65;29.966499;28.252501;29.480499;29.480499;115406000
25/08/2015;30.745501;30.872499;29.0555;29.103001;29.103001;70760000
26/08/2015;30.5175;31.585501;29.952499;31.431;31.431;84718000
27/08/2015;31.969999;32.179501;31.1;31.880501;31.880501;69826000
28/08/2015;31.641001;31.844;31.228001;31.518999;31.518999;39574000
31/08/2015;31.377001;31.790001;30.884001;30.9125;30.9125;43534000
01/09/2015;30.118;30.643;29.705;29.8895;29.8895;74042000
02/09/2015;30.279499;30.716999;29.9855;30.716999;30.716999;51512000
03/09/2015;30.85;30.9855;30.14105;30.3125;30.3125;35192000
04/09/2015;30;30.1735;29.762501;30.035;30.035;41780000
08/09/2015;30.6245;30.8155;30.205999;30.733;30.733;45590000
09/09/2015;31.061001;31.326;30.48;30.636;30.636;34042000
10/09/2015;30.655001;31.208;30.571501;31.067499;31.067499;38106000
11/09/2015;30.987499;31.289;30.871;31.2885;31.2885;27470000
14/09/2015;31.285;31.292999;30.9715;31.162001;31.162001;34046000
15/09/2015;31.334999;31.934999;31.188999;31.757;31.757;41688000
16/09/2015;31.7735;31.897499;31.615999;31.799;31.799;25730000
17/09/2015;31.8895;32.544998;31.750999;32.145;32.145;45494000
18/09/2015;31.8395;32;31.351;31.4625;31.4625;102668000
21/09/2015;31.719999;31.824499;31.297001;31.771999;31.771999;35770000
22/09/2015;31.35;31.377501;30.7715;31.134501;31.134501;51258000
23/09/2015;31.102501;31.446501;31;31.118;31.118;29418000
24/09/2015;30.832001;31.365999;30.620001;31.290001;31.290001;44802000
25/09/2015;31.488501;31.488501;30.549999;30.598499;30.598499;43480000
28/09/2015;30.517;30.730249;29.469;29.744499;29.744499;62554000
29/09/2015;29.864;30.25;29.511;29.748501;29.748501;46190000
30/09/2015;30.164;30.438;30.036501;30.421;30.421;48268000
01/10/2015;30.418501;30.6045;29.9925;30.564501;30.564501;37352000
02/10/2015;30.360001;31.367001;30.1565;31.345501;31.345501;53696000
05/10/2015;31.6;32.150501;31.35;32.073502;32.073502;36072000
06/10/2015;31.941999;32.462502;31.8265;32.271999;32.271999;43326000
07/10/2015;32.462002;32.530449;31.6075;32.118;32.118;41854000
08/10/2015;32.068001;32.2225;31.278;31.958;31.958;43642000
09/10/2015;32;32.2995;31.7659;32.1805;32.1805;32974000
12/10/2015;32.1045;32.424999;31.9505;32.3335;32.3335;25504000
13/10/2015;32.157501;32.890598;32.157501;32.615002;32.615002;36154000
14/10/2015;32.6605;32.969501;32.442501;32.557999;32.557999;28310000
15/10/2015;32.733002;33.156502;32.723;33.087002;33.087002;37714000
16/10/2015;33.205502;33.248501;32.860001;33.110001;33.110001;32222000
19/10/2015;33.058998;33.341;32.979;33.305;33.305;29546000
20/10/2015;33.202;33.236;32.209751;32.514;32.514;49964000
21/10/2015;32.7075;32.793499;32.086498;32.130501;32.130501;35822000
22/10/2015;32.334999;32.889999;32.2005;32.5895;32.5895;81420000
23/10/2015;36.375;36.5;35.075001;35.099998;35.099998;133078000
26/10/2015;35.077499;35.9575;35.063;35.639;35.639;54332000
27/10/2015;35.368999;35.681;35.227501;35.4245;35.4245;44916000
28/10/2015;35.366501;35.648998;35.153999;35.647499;35.647499;43578000
29/10/2015;35.525002;35.912998;35.5005;35.846001;35.846001;29120000
30/10/2015;35.786499;35.900002;35.502499;35.540501;35.540501;38176000
02/11/2015;35.553001;36.081001;35.2925;36.0555;36.0555;37726000
03/11/2015;35.943001;36.232498;35.736;36.108002;36.108002;31308000
04/11/2015;36.099998;36.654999;36.095001;36.405499;36.405499;34134000
05/11/2015;36.473499;36.973999;36.473499;36.5625;36.5625;37232000
06/11/2015;36.575001;36.7705;36.350498;36.688;36.688;30232000
09/11/2015;36.509998;36.7355;35.9715;36.244499;36.244499;41396000
10/11/2015;36.220001;36.529499;35.924999;36.416;36.416;32160000
11/11/2015;36.623001;37.049999;36.511501;36.77;36.77;27328000
12/11/2015;36.549999;36.889999;36.432251;36.561501;36.561501;36744000
13/11/2015;36.4585;36.557499;35.836498;35.849998;35.849998;41510000
16/11/2015;35.779999;36.474499;35.566502;36.448002;36.448002;38118000
17/11/2015;36.4645;36.592251;36.151348;36.264999;36.264999;30218000
18/11/2015;36.379002;37.070499;36.349998;37;37;33686000
19/11/2015;36.937;37.099998;36.871498;36.920502;36.920502;26542000
20/11/2015;37.3265;37.896;37.150002;37.830002;37.830002;44246000
23/11/2015;37.872501;38.135399;37.591;37.799;37.799;28290000
24/11/2015;37.599998;37.76395;36.8815;37.414001;37.414001;46662000
25/11/2015;37.407001;37.599998;37.303001;37.407501;37.407501;22442000
27/11/2015;37.423;37.670502;37.3745;37.513;37.513;16770000
30/11/2015;37.440498;37.746498;37.063499;37.130001;37.130001;41952000
01/12/2015;37.355499;38.447498;37.334999;38.352001;38.352001;42692000
02/12/2015;38.445;38.797749;37.948002;38.118999;38.118999;44608000
03/12/2015;38.300499;38.449749;37.281502;37.626999;37.626999;51812000
04/12/2015;37.654999;38.4245;37.5;38.3405;38.3405;55146000
07/12/2015;38.3885;38.436501;37.754501;38.162498;38.162498;36246000
08/12/2015;37.894501;38.240002;37.709999;38.1185;38.1185;36590000
09/12/2015;37.9585;38.211498;36.850052;37.580502;37.580502;54000000
10/12/2015;37.642502;37.7925;37.191502;37.473;37.473;39768000
11/12/2015;37.057999;37.2855;36.837502;36.943501;36.943501;44488000
14/12/2015;37.0895;37.436501;36.2085;37.3885;37.3885;48250000
15/12/2015;37.650002;37.903999;37.150501;37.169998;37.169998;53324000
16/12/2015;37.5;38.029499;36.971748;37.904499;37.904499;39866000
17/12/2015;38.120998;38.133999;37.450001;37.4715;37.4715;31068000
18/12/2015;37.3255;37.706501;36.907501;36.9655;36.9655;62974000
21/12/2015;37.306499;37.5;37;37.3885;37.3885;30514000
22/12/2015;37.5825;37.7425;37.276501;37.5;37.5;27308000
23/12/2015;37.6735;37.710499;37.200001;37.515499;37.515499;31318000
24/12/2015;37.477501;37.567501;37.331001;37.419998;37.419998;10544000
28/12/2015;37.646;38.149502;37.476002;38.1255;38.1255;30306000
29/12/2015;38.334499;38.999001;38.321499;38.830002;38.830002;35300000
30/12/2015;38.830002;38.880001;38.345001;38.549999;38.549999;25866000
31/12/2015;38.474998;38.474998;37.917;37.944;37.944;30018000
04/01/2016;37.150002;37.202999;36.562901;37.091999;37.091999;65456000
05/01/2016;37.322498;37.599998;36.931999;37.129002;37.129002;39014000
06/01/2016;36.5;37.359001;36.445999;37.181;37.181;38940000
07/01/2016;36.515499;36.924999;35.952999;36.3195;36.3195;59274000
08/01/2016;36.572498;36.661499;35.650002;35.723499;35.723499;49018000
11/01/2016;35.830502;35.942749;35.176998;35.801498;35.801498;41812000
12/01/2016;36.084;36.4375;35.865849;36.303501;36.303501;40490000
13/01/2016;36.5425;36.737;34.9305;35.028;35.028;50034000
14/01/2016;35.269001;36.096249;34.455002;35.736;35.736;44516000
15/01/2016;34.614498;35.337002;34.268501;34.7225;34.7225;72162000
19/01/2016;35.165001;35.499001;34.670502;35.0895;35.0895;45362000
20/01/2016;34.4305;35.342499;33.662998;34.922501;34.922501;68900000
21/01/2016;35.109001;35.959499;34.723;35.329498;35.329498;48244000
22/01/2016;36.18;36.406502;36.00605;36.262501;36.262501;40236000
25/01/2016;36.179001;36.484001;35.5005;35.5835;35.5835;34234000
26/01/2016;35.692501;35.914001;35.324001;35.652;35.652;26634000
27/01/2016;35.683498;35.911751;34.719501;34.9995;34.9995;43884000
28/01/2016;36.111;36.684502;35.6175;36.548;36.548;53528000
29/01/2016;36.5765;37.2495;36.34;37.147499;37.147499;69486000
01/02/2016;37.522999;37.893002;37.163502;37.599998;37.599998;102784000
02/02/2016;39.224998;39.4935;38.232498;38.232498;38.232498;126962000
03/02/2016;38.511002;38.724998;36.025002;36.3475;36.3475;123420000
04/02/2016;36.140499;36.349998;35.092999;35.400501;35.400501;103374000
05/02/2016;35.193501;35.199501;34.0075;34.178501;34.178501;102114000
08/02/2016;33.392502;34.2015;33.153;34.137001;34.137001;84948000
09/02/2016;33.616001;34.994999;33.438499;33.905499;33.905499;72178000
10/02/2016;34.342999;35.065498;34.106499;34.206001;34.206001;52760000
11/02/2016;33.75;34.467499;33.443401;34.155499;34.155499;60480000
12/02/2016;34.513;34.6875;33.93;34.119999;34.119999;42828000
16/02/2016;34.648998;34.900002;34.252499;34.549999;34.549999;50400000
17/02/2016;34.904499;35.487499;34.569;35.419998;35.419998;49852000
18/02/2016;35.5;35.6175;34.801498;34.8675;34.8675;37664000
19/02/2016;34.751499;35.154049;34.702499;35.045502;35.045502;31786000
22/02/2016;35.372501;35.661999;35.1255;35.323002;35.323002;38996000
23/02/2016;35.072498;35.419998;34.679001;34.7925;34.7925;40186000
24/02/2016;34.445999;35;34.039001;34.978001;34.978001;39272000
25/02/2016;35.0005;35.299;34.529251;35.287498;35.287498;32844000
26/02/2016;35.429001;35.671501;35.042999;35.253502;35.253502;44870000
29/02/2016;35.015999;35.544498;34.883999;34.8885;34.8885;49622000
01/03/2016;35.181;35.940498;34.988499;35.940498;35.940498;43028000
02/03/2016;35.950001;36;35.599998;35.942501;35.942501;32580000
03/03/2016;35.933998;35.9725;35.300999;35.620998;35.620998;39160000
04/03/2016;35.7495;35.824501;35.300999;35.544498;35.544498;39442000
07/03/2016;35.345001;35.404549;34.345001;34.757999;34.757999;59702000
08/03/2016;34.429501;35.189499;34.266998;34.698502;34.698502;41526000
09/03/2016;34.9235;35.284;34.700001;35.262001;35.262001;28430000
10/03/2016;35.405998;35.821999;35.167999;35.640999;35.640999;56670000
11/03/2016;36;36.346001;35.856251;36.341;36.341;39416000
14/03/2016;36.3405;36.775002;36.2575;36.524502;36.524502;34366000
15/03/2016;36.346001;36.614498;36.238499;36.4165;36.4165;34420000
16/03/2016;36.318501;36.873501;36.225498;36.804501;36.804501;32488000
17/03/2016;36.822498;37.1535;36.799999;36.889;36.889;37216000
18/03/2016;37.092999;37.099998;36.591499;36.880001;36.880001;59614000
21/03/2016;36.825001;37.125;36.6758;37.1045;37.1045;36730000
22/03/2016;36.873001;37.25;36.873001;37.037498;37.037498;25394000
23/03/2016;37.118;37.285999;36.807499;36.903;36.903;28642000
24/03/2016;36.600498;36.887348;36.549999;36.764999;36.764999;31898000
28/03/2016;36.8395;36.949501;36.625;36.676498;36.676498;26026000
29/03/2016;36.7295;37.362499;36.438;37.238499;37.238499;38076000
30/03/2016;37.505001;37.894001;37.437;37.526501;37.526501;35648000
31/03/2016;37.462502;37.5425;37.047001;37.247501;37.247501;34376000
01/04/2016;36.93;37.516998;36.849998;37.495499;37.495499;31534000
04/04/2016;37.502998;37.639999;37.121498;37.2645;37.2645;22684000
05/04/2016;36.900002;37.139999;36.768501;36.889999;36.889999;22646000
06/04/2016;36.788502;37.312;36.778;37.2845;37.2845;21074000
07/04/2016;37.268501;37.349998;36.813999;37.014;37.014;29064000
08/04/2016;37.198502;37.272499;36.7775;36.9575;36.9575;25816000
11/04/2016;37.151001;37.25;36.802502;36.805;36.805;24402000
12/04/2016;36.900002;37.191502;36.550499;37.154499;37.154499;27060000
13/04/2016;37.458;37.719002;37.213051;37.585999;37.585999;34142000
14/04/2016;37.7005;37.865501;37.63525;37.66;37.66;22706000
15/04/2016;37.699001;38.049999;37.634701;37.950001;37.950001;36186000
18/04/2016;38.022999;38.4025;37.865002;38.330502;38.330502;31176000
19/04/2016;38.475498;38.494999;37.466499;37.696499;37.696499;40610000
20/04/2016;37.900002;37.906601;37.5005;37.633499;37.633499;30584000
21/04/2016;37.769001;38.022499;37.477501;37.957001;37.957001;61210000
22/04/2016;36.314999;36.806;35.6805;35.938499;35.938499;119038000
25/04/2016;35.805;36.196499;35.779499;36.157501;36.157501;39184000
26/04/2016;36.271;36.2883;35.151299;35.407001;35.407001;54892000
27/04/2016;35.364498;35.449001;34.618252;35.292;35.292;61972000
28/04/2016;35.412998;35.7085;34.477501;34.550999;34.550999;57346000
29/04/2016;34.535;34.881001;34.450001;34.650501;34.650501;49754000
02/05/2016;34.8815;35.032001;34.549999;34.9105;34.9105;32906000
03/05/2016;34.843498;34.891998;34.599998;34.618;34.618;30876000
04/05/2016;34.524502;34.987499;34.4505;34.785;34.785;33870000
05/05/2016;34.884998;35.116001;34.785999;35.071499;35.071499;33670000
06/05/2016;34.918999;35.592999;34.90535;35.556;35.556;36586000
09/05/2016;35.599998;35.935501;35.5;35.645;35.645;30206000
10/05/2016;35.837502;36.174999;35.785999;36.159;36.159;31392000
11/05/2016;36.170502;36.223999;35.639999;35.7645;35.7645;33842000
12/05/2016;35.853001;35.962502;35.450001;35.665501;35.665501;27214000
13/05/2016;35.5965;35.833099;35.463001;35.5415;35.5415;26290000
16/05/2016;35.456501;35.924;35.282501;35.824501;35.824501;26342000
17/05/2016;35.7995;36.076;35.205502;35.311501;35.311501;40024000
18/05/2016;35.183498;35.580002;35.031502;35.331501;35.331501;35336000
19/05/2016;35.118;35.299999;34.84;35.015999;35.015999;33404000
20/05/2016;35.081001;35.729;35.026001;35.487;35.487;36568000
23/05/2016;35.3265;35.573898;35.209;35.212002;35.212002;26614000
24/05/2016;35.342999;36.0485;35.342999;36.004501;36.004501;38590000
25/05/2016;36.037998;36.3755;35.985249;36.2635;36.2635;32584000
26/05/2016;36.143501;36.4165;36.014;36.206001;36.206001;31526000
27/05/2016;36.2005;36.6968;36.200001;36.632999;36.632999;39500000
31/05/2016;36.587002;36.9865;36.563;36.785999;36.785999;42590000
01/06/2016;36.726501;36.8605;36.533001;36.7075;36.7075;25072000
02/06/2016;36.625;36.651001;36.2085;36.52;36.52;26836000
03/06/2016;36.463501;36.474499;36.028;36.117001;36.117001;24526000
06/06/2016;36.245499;36.245499;35.730499;35.827499;35.827499;31306000
07/06/2016;35.992001;36.098999;35.827499;35.8325;35.8325;26724000
08/06/2016;36.198002;36.428501;36.028999;36.414001;36.414001;31674000
09/06/2016;36.143501;36.477001;36.116798;36.429001;36.429001;19778000
10/06/2016;35.973499;36.294498;35.821499;35.970501;35.970501;24328000
13/06/2016;35.8255;36.271999;35.8255;35.917999;35.917999;25178000
14/06/2016;35.824001;36.123501;35.655998;35.913502;35.913502;26122000
15/06/2016;35.950001;36.148998;35.865501;35.945999;35.945999;24290000
16/06/2016;35.745499;35.8325;35.162998;35.518002;35.518002;39650000
17/06/2016;35.432499;35.441002;34.4226;34.585999;34.585999;68048000
20/06/2016;34.938499;35.124001;34.670502;34.685501;34.685501;41650000
21/06/2016;34.919998;35.1385;34.600498;34.797001;34.797001;29312000
22/06/2016;34.952999;35.042999;34.654099;34.873001;34.873001;23686000
23/06/2016;34.872501;35.0975;34.349998;35.093498;35.093498;43428000
24/06/2016;33.758499;34.470001;33.672501;33.761002;33.761002;88980000
27/06/2016;33.549999;33.615002;33.1642;33.412998;33.412998;52580000
28/06/2016;33.948502;34.016499;33.650002;34.001999;34.001999;43476000
29/06/2016;34.150002;34.371449;34.070499;34.205502;34.205502;38652000
30/06/2016;34.273499;34.616001;34.182499;34.605;34.605;31954000
01/07/2016;34.610001;35.032501;34.606499;34.960499;34.960499;26894000
05/07/2016;34.803001;34.847;34.444;34.747501;34.747501;29252000
06/07/2016;34.499001;35.084;34.454498;34.8885;34.8885;28238000
07/07/2016;34.903999;34.91;34.410751;34.768002;34.768002;26084000
08/07/2016;34.974998;35.2855;34.821751;35.281502;35.281502;31504000
11/07/2016;35.4025;35.8255;35.362;35.754501;35.754501;22236000
12/07/2016;35.956001;36.146999;35.795502;36.032001;36.032001;26738000
13/07/2016;36.181;36.200001;35.842499;35.848999;35.848999;18718000
14/07/2016;36.078999;36.1105;35.901501;36.047501;36.047501;19004000
15/07/2016;36.286499;36.286999;35.952751;35.9925;35.9925;25586000
18/07/2016;36.135502;36.806499;36.059502;36.688999;36.688999;25910000
19/07/2016;36.494499;36.849499;36.450001;36.848;36.848;24550000
20/07/2016;36.866501;37.106499;36.855;37.059502;37.059502;25794000
21/07/2016;37.018002;37.084499;36.79155;36.931499;36.931499;20526000
22/07/2016;37.092999;37.161999;36.827999;37.137001;37.137001;25196000
25/07/2016;37.033501;37.130501;36.875;36.988499;36.988499;20648000
26/07/2016;36.952;37.084499;36.713501;36.921001;36.921001;23734000
27/07/2016;36.914001;37.223;36.849998;37.088501;37.088501;30250000
28/07/2016;37.352001;37.432499;36.965;37.295502;37.295502;70604000
29/07/2016;38.635502;38.927502;38.338501;38.439499;38.439499;76830000
01/08/2016;38.054501;39.0215;38.054501;38.644001;38.644001;54010000
02/08/2016;38.434502;38.792;38.392502;38.553501;38.553501;35690000
03/08/2016;38.359001;38.6605;38.341;38.659;38.659;25748000
04/08/2016;38.611;38.703499;38.439751;38.580502;38.580502;22806000
05/08/2016;38.688999;39.152;38.617001;39.111;39.111;36024000
08/08/2016;39.099998;39.1315;38.904549;39.088001;39.088001;22158000
09/08/2016;39.055;39.446999;39.0285;39.213001;39.213001;26378000
10/08/2016;39.1875;39.340599;39.138901;39.234001;39.234001;15728000
11/08/2016;39.25;39.487499;39.148499;39.2425;39.2425;19502000
12/08/2016;39.075001;39.16975;39.02;39.160999;39.160999;14810000
15/08/2016;39.1875;39.3745;39.005501;39.122002;39.122002;18764000
16/08/2016;39.014999;39.049;38.672199;38.856998;38.856998;20560000
17/08/2016;38.866001;39.040501;38.676498;38.995499;38.995499;18484000
18/08/2016;39.0005;39.143002;38.849998;38.875;38.875;14388000
19/08/2016;38.75;38.855;38.656502;38.771;38.771;17230000
22/08/2016;38.663502;38.727001;38.502499;38.607498;38.607498;19028000
23/08/2016;38.773998;38.821999;38.589249;38.604;38.604;18564000
24/08/2016;38.528999;38.724998;38.3535;38.481998;38.481998;21440000
25/08/2016;38.349998;38.594501;38.159248;38.470501;38.470501;18538000
26/08/2016;38.450001;38.804001;38.2925;38.477001;38.477001;23334000
29/08/2016;38.437;38.7495;38.33075;38.607498;38.607498;16952000
30/08/2016;38.466499;38.723301;38.341999;38.454498;38.454498;22600000
31/08/2016;38.350498;38.454498;38.269001;38.352501;38.352501;24972000
01/09/2016;38.462502;38.550999;38.215;38.438999;38.438999;18502000
02/09/2016;38.650501;38.695999;38.420502;38.573002;38.573002;21454000
06/09/2016;38.672501;39.099998;38.549999;39.004002;39.004002;28856000
07/09/2016;39;39.136501;38.810001;39.017502;39.017502;17874000
08/09/2016;38.929501;39.017502;38.679001;38.765999;38.765999;25406000
09/09/2016;38.505001;38.662251;37.983002;37.983002;37.983002;37710000
12/09/2016;37.7565;38.5145;37.700001;38.451;38.451;26220000
13/09/2016;38.223999;38.311001;37.790001;37.984501;37.984501;27900000
14/09/2016;37.980499;38.383999;37.955502;38.1245;38.1245;21748000
15/09/2016;38.144501;38.689999;37.998001;38.588001;38.588001;26102000
16/09/2016;38.487499;38.487499;38.233002;38.444;38.444;40986000
19/09/2016;38.620998;38.700001;38.22205;38.285;38.285;23456000
20/09/2016;38.450001;38.6665;38.426498;38.570499;38.570499;19572000
21/09/2016;38.632999;38.858002;38.415051;38.811001;38.811001;23356000
22/09/2016;39;39.4925;38.922001;39.3605;39.3605;29724000
23/09/2016;39.329498;39.446499;39.2075;39.345001;39.345001;28238000
26/09/2016;39.137001;39.137001;38.6535;38.710499;38.710499;30664000
27/09/2016;38.775002;39.2995;38.715401;39.150501;39.150501;23064000
28/09/2016;38.892502;39.0905;38.748501;39.077999;39.077999;22196000
29/09/2016;39.071999;39.290001;38.711601;38.7505;38.7505;26294000
30/09/2016;38.816502;39.047001;38.704498;38.864498;38.864498;31706000
03/10/2016;38.712502;38.803249;38.474998;38.627998;38.627998;25576000
04/10/2016;38.801498;38.935501;38.644501;38.821499;38.821499;24028000
05/10/2016;38.9655;39.1035;38.782501;38.823502;38.823502;29224000
06/10/2016;38.950001;39.023998;38.777;38.842999;38.842999;21414000
07/10/2016;38.983002;38.983002;38.537498;38.754002;38.754002;18664000
10/10/2016;38.885502;39.469002;38.793499;39.297001;39.297001;23498000
11/10/2016;39.333;39.613998;39.028999;39.1535;39.1535;27450000
12/10/2016;39.188;39.406502;39.103001;39.306999;39.306999;18748000
13/10/2016;39.061001;39.061001;38.650002;38.9095;38.9095;27306000
14/10/2016;39.0825;39.197498;38.799999;38.926498;38.926498;17050000
17/10/2016;38.990002;39.2925;38.875;38.998001;38.998001;21860000
18/10/2016;39.392502;40.080502;39.278252;39.763;39.763;41138000
19/10/2016;39.911999;40.23;39.901501;40.075001;40.075001;35336000
20/10/2016;40.165001;40.198502;39.801498;39.848499;39.848499;35150000
21/10/2016;39.75;39.974998;39.700001;39.968498;39.968498;25324000
24/10/2016;40.244999;40.758999;40.241001;40.655499;40.655499;33950000
25/10/2016;40.834;40.834;40.257;40.383499;40.383499;31528000
26/10/2016;40.317001;40.348999;39.816002;39.953499;39.953499;32954000
27/10/2016;40.049999;40.1745;39.575001;39.767502;39.767502;54984000
28/10/2016;40.4175;40.774502;39.679501;39.768501;39.768501;85398000
31/10/2016;39.773499;39.842999;39.200001;39.227001;39.227001;48546000
01/11/2016;39.144501;39.474499;38.777;39.1805;39.1805;48128000
02/11/2016;38.91;39.0825;38.172501;38.435001;38.435001;37448000
03/11/2016;38.362499;38.497501;37.9515;38.106499;38.106499;38864000
04/11/2016;37.533001;38.518002;37.528049;38.101002;38.101002;42696000
07/11/2016;38.724998;39.259499;38.627499;39.125999;39.125999;31702000
08/11/2016;39.169998;39.781651;39.009499;39.525501;39.525501;27338000
09/11/2016;38.997002;39.561352;38.5835;39.265499;39.265499;52142000
10/11/2016;39.558498;39.558498;37.609001;38.127998;38.127998;94904000
11/11/2016;37.827;38.039001;37.519001;37.701;37.701;48636000
14/11/2016;37.779999;37.892502;36.376999;36.804001;36.804001;73088000
15/11/2016;37.348499;38.220798;37.348499;37.9245;37.9245;47680000
16/11/2016;37.759998;38.318001;37.525501;38.223999;38.223999;29452000
17/11/2016;38.346001;38.634998;38.211498;38.561501;38.561501;26080000
18/11/2016;38.568501;38.75;38;38.027;38.027;30942000
21/11/2016;38.130501;38.485001;38.029999;38.459999;38.459999;26612000
22/11/2016;38.6315;38.848;38.349998;38.413502;38.413502;31862000
23/11/2016;38.386501;38.41415;37.762501;38.0495;38.0495;29568000
25/11/2016;38.213001;38.25;38.026001;38.084;38.084;11748000
28/11/2016;38;38.976501;37.990002;38.411999;38.411999;43764000
29/11/2016;38.5765;38.924999;38.411999;38.542;38.542;32332000
30/11/2016;38.503502;38.649502;37.741501;37.902;37.902;47858000
01/12/2016;37.872002;37.9925;36.85125;37.396;37.396;60358000
02/12/2016;37.2295;37.700001;37.154999;37.525002;37.525002;29050000
05/12/2016;37.885502;38.195;37.645;38.125999;38.125999;27884000
06/12/2016;38.2365;38.441502;37.867001;37.955502;37.955502;33814000
07/12/2016;38.049999;38.568001;37.790001;38.559502;38.559502;35220000
08/12/2016;38.624001;38.909;38.3615;38.820999;38.820999;29762000
09/12/2016;39;39.4715;38.95105;39.4645;39.4645;36438000
12/12/2016;39.251999;39.5625;39.217751;39.463501;39.463501;42082000
13/12/2016;39.695;40.219002;39.667;39.805;39.805;42904000
14/12/2016;39.869999;40.200001;39.7005;39.8535;39.8535;34084000
15/12/2016;39.867001;40.150002;39.646;39.892502;39.892502;32530000
16/12/2016;40.02;40.042801;39.5145;39.540001;39.540001;48876000
19/12/2016;39.511002;39.882999;39.313499;39.709999;39.709999;24642000
20/12/2016;39.838001;39.932499;39.663502;39.820999;39.820999;19020000
21/12/2016;39.792;39.833801;39.355;39.728001;39.728001;24226000
22/12/2016;39.618;39.666;39.429001;39.563;39.563;19444000
23/12/2016;39.544998;39.637001;39.363998;39.495499;39.495499;12468000
27/12/2016;39.534;39.893002;39.382851;39.577499;39.577499;15782000
28/12/2016;39.685001;39.711498;39.16;39.252499;39.252499;23076000
29/12/2016;39.1665;39.296501;38.945999;39.1395;39.1395;14886000
30/12/2016;39.137501;39.139;38.5205;38.591;38.591;35400000
03/01/2017;38.940498;39.481499;38.790001;39.306999;39.306999;33146000
04/01/2017;39.417999;39.567001;39.158001;39.345001;39.345001;21460000
05/01/2017;39.304001;39.723999;39.250999;39.701;39.701;26704000
06/01/2017;39.763;40.395;39.610199;40.307499;40.307499;32804000
09/01/2017;40.32;40.498299;40.141499;40.3325;40.3325;25492000
10/01/2017;40.393002;40.456501;40.175499;40.239498;40.239498;23536000
11/01/2017;40.25;40.407501;40.068501;40.3955;40.3955;21318000
